X,Y
42.66560255387071,16.79425837320574
41.89944134078212,17.942583732057415
41.51636073423782,18.899521531100476
40.941739824421376,20.047846889952154
40.941739824421376,21.196172248803826
42.85714285714285,21.387559808612437
42.47406225059855,22.440191387559807
41.612130885873896,22.822966507177032
39.98403830806065,22.153110047846887
39.4094174,23.11004784688995
39.026336791699904,24.066985645933016
38.16440542697525,24.64114832535885
36.34477254588987,24.258373205741627
35.482841181165185,24.832535885167463
35.387071029529125,25.69377990430622
36.823623304070225,26.076555023923444
37.68555466879488,26.076555023923444
37.58978451715882,26.842105263157894
38.83479648842777,27.129186602870814
40.46288906624102,27.129186602870814
42.282521947326416,27.129186602870814
42.85714285714285,25.502392344497608
44.38946528332002,25.40669856
46.30486831604149,25.311004784688993
47.549880287310444,25.311004784688993
47.93296089385474,24.35406698564593
46.879489225857924,23.971291866028707
46.592178770949715,23.492822966507177
47.35833998403831,22.918660287081337
49.17797286512369,22.535885167464116
50.71029529130085,21.961722488038276
52.62569832402232,20.717703349282296
53.008778930566635,19.473684210526315
52.72146848,18.899521531100476
54.253790901835586,18.995215311004785
55.881883479648835,19.09090909090909
56.935355147645666,19.28229665
57.70151636073423,18.708133971291865
59.04229848363924,17.36842105263158
59.80845969672784,16.028708133971293
60.287310454908194,14.688995215311003
60.287310454908194,13.540669856459331
57.50997605746208,13.540669856459331
57.0311253,13.732057416267942
55.40303272146848,14.210526315789473
55.21149242,13.827751196172247
55.786113328012746,12.679425837320576
54.63687150837988,12.105263157894736
52.817238627294486,12.009569377990431
52.05107741420589,12.392344497607656
51.476456504389446,13.253588516746412
50.614525139664806,13.06220096
50.13567438148442,13.732057416267942
49.561053471667975,14.784688995215312
47.83719074221867,14.976076555023923
46.592178770949715,15.071770334928228
46.01755786113327,15.645933014354068
45.44293695131684,16.60287081339713
44.38946528332002,16.60287081339713
